[Classes],Label,Introduced by,Hyperlink,When,Comment,Occurrences,Using GRFIDs
,"ih_vehicle_family/piece_goods_manufacturing_parts_combos","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/piece_goods_mixed_combos","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/pika","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/pikel","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/pinhorse","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/pipe_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/plastic_postbox","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/poplar","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/post_office_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-07-04,"",1,"43411223"
,"ih_vehicle_family/pressure_tank_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/product_tank_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/progress","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/proper_job","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/pylon","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/quietus","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/rapid","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/rat","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/ravensbourne","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/reefer_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/relentless","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/reliance","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/resilient","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/resistance","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/restaurant_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/revolution","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/roarer","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/rock_hopper_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/rockhampton","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/roller_roof_hopper_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/ruby","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/salt_covered_hopper_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/sand_bulk_open_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-06-09,"",1,"43411223"
,"ih_vehicle_family/satyr","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/saxon","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/scooby","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/scrap_metal_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/screamer","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/serpentine","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/shoebox","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/shredder","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/side_door_hopper_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/silo_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/sizzler","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/skeiron","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/skip_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/skipper","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/slag_ladle_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/slammer","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/sliding_roof_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/sliding_roof_hi_cube_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/sliding_wall_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/smizzle","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/snapper","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/snowplough_pony_gen_2","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/solano","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/spacer_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/spinner","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/stag","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/stalwart","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/stentor","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/stoat","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/stratos","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/streamer","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/strongbow","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/suburban_passenger_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/sunshine_coast","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/swift","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/swing_roof_hopper_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/tank_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/tarpaulin_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/tenacious","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/tencendur","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/thor","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/thunderer","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/tideway","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/tin_rocket","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/tincans","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/tippler_bulk_open_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/toaster","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/tornado","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/torpedo_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/trojan","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/turbulent","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/tyburn","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/typhoon","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/tyrconnell","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/ultra_shoebox","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/vigilant","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/viking","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/volatiles_tank_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/vulcan","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/walbrook","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/wandle","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/westbourne","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/westrail","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/wildfire","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/withershins","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/wyvern","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/xerxes","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/yak","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/yillen","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/zebedee","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/zest","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/zeus","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/zorro","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
[lanterns],Label,Introduced by,Hyperlink,When,Comment,Occurrences,Using GRFIDs
,"lanterns/black","Polish-Stations",https://bananas.openttd.org/package/newgrf/50530001,2026-02-12,"Black",2,"50530001 fb300c4b"
,"lanterns/old","Polish-Stations",https://bananas.openttd.org/package/newgrf/50530001,2026-02-12,"Old",2,"50530001 fb300c4b"
,"lanterns/white","Polish-Stations",https://bananas.openttd.org/package/newgrf/50530001,2026-02-12,"White",2,"50530001 fb300c4b"
[livery],Label,Introduced by,Hyperlink,When,Comment,Occurrences,Using GRFIDs
,"livery/2cc",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Dual company colour (2CC)",2,"504e53ff fb300c4b"
,"livery/iron_horse","Ultimate Badge Set",https://bananas.openttd.org/package/newgrf/fb300c4b,2026-08-07,"Iron Horse",1,"fb300c4b"
,"livery/iron_horse/banger_blue","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Basic Banger",2,"43411223 fb300c4b"
,"livery/iron_horse/classic_lines","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Classic Lines",2,"43411223 fb300c4b"
,"livery/iron_horse/company_colour","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Company Colour",2,"43411223 fb300c4b"
,"livery/iron_horse/complement_company_colour","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Company Colour Adjacent",2,"43411223 fb300c4b"
,"livery/iron_horse/conventional_wisdom","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Conventional Wisdom",2,"43411223 fb300c4b"
,"livery/iron_horse/freight_black","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Dark Horse",2,"43411223 fb300c4b"
,"livery/iron_horse/freight_kale","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-06-09,"Kale",2,"43411223 fb300c4b"
,"livery/iron_horse/freight_red","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Flame Red",2,"43411223 fb300c4b"
,"livery/iron_horse/fruit_ripple","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Fruit Ripple",2,"43411223 fb300c4b"
,"livery/iron_horse/grey_horse","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Grey Horse",2,"43411223 fb300c4b"
,"livery/iron_horse/hornet","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-04-11,"Hornet",2,"43411223 fb300c4b"
,"livery/iron_horse/industrial_yellow","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Hazard Yellow",2,"43411223 fb300c4b"
,"livery/iron_horse/inversions","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Inversions",2,"43411223 fb300c4b"
,"livery/iron_horse/lower_lines","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Lower Lines",2,"43411223 fb300c4b"
,"livery/iron_horse/mail_by_rail","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Mail by Rail",2,"43411223 fb300c4b"
,"livery/iron_horse/marginal_gains","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-02-01,"Marginal Gains",2,"43411223 fb300c4b"
,"livery/iron_horse/metroland","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Metroland",2,"43411223 fb300c4b"
,"livery/iron_horse/rain_or_shine","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-02-01,"Rain or Shine",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_bumblebee","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Bumblebee",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_clover_ochre_sand","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-06-09,"Marsh Grass",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_clover_ochre_silver","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-06-09,"Clover Fields",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_clover_ochre_sulphur","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Pineapple",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_complement_company_colour","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Company Colour Mix",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_grey_rust_nightshade","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Rustbelt",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_ochre_sand","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Desert Sand",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_oil_black_obsidian_nightshade","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Night Black",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_oxide_rust","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Oxide",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_silver_grey_pewter","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Silver Smoke",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_silver_pewter","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Platinum",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_sulphur_ochre","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Sulphur Mix",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_teal_ocean_teal","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Ocean Teal",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_teal_pewter_silver","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Ocean Silver",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_variety_ferrous","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-06-09,"Ferrous",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_variety_gemstone","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Gemstone",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_variety_limewash","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Limewash",2,"43411223 fb300c4b"
,"livery/iron_horse/random_liveries_violet_teal_ocean_teal","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Soap Bubbles",2,"43411223 fb300c4b"
,"livery/iron_horse/ridewell","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Ridewell",2,"43411223 fb300c4b"
,"livery/iron_horse/show_pony","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Specials",2,"43411223 fb300c4b"
,"livery/iron_horse/stock_standard","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Stock Standard",2,"43411223 fb300c4b"
,"livery/iron_horse/supergraphic","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Supergraphic",2,"43411223 fb300c4b"
,"livery/iron_horse/sure_pace","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Sure Pace",2,"43411223 fb300c4b"
,"livery/iron_horse/vanilla","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"VANILLA",2,"43411223 fb300c4b"
,"livery/iron_horse/vapid_voyager","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Vapid Voyager",2,"43411223 fb300c4b"
,"livery/iron_horse/vinyl_vector","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Vinyl Vector",2,"43411223 fb300c4b"
,"livery/iron_horse/workhorse","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"Work Horse",2,"43411223 fb300c4b"
,"livery/random","Ultimate Badge Set",https://bananas.openttd.org/package/newgrf/fb300c4b,2026-08-07,"Random",1,"fb300c4b"
,"livery/random/1cc",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Random based on first company colour",2,"504e53ff fb300c4b"
,"livery/random/2cc",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Random based on second company colour",2,"504e53ff fb300c4b"
[newgrf],Label,Introduced by,Hyperlink,When,Comment,Occurrences,Using GRFIDs
,"newgrf/43411223","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
[operator],Label,Introduced by,Hyperlink,When,Comment,Occurrences,Using GRFIDs
[platform_colour],Label,Introduced by,Hyperlink,When,Comment,Occurrences,Using GRFIDs
,"platform_colour/gravel","Polish-Stations",https://bananas.openttd.org/package/newgrf/50530001,2026-02-12,"Brown Gravel",2,"50530001 fb300c4b"
,"platform_colour/grey","Polish-Stations",https://bananas.openttd.org/package/newgrf/50530001,2026-02-12,"Grey",2,"50530001 fb300c4b"
,"platform_colour/hred","Polish-Stations",https://bananas.openttd.org/package/newgrf/50530001,2026-02-12,"Red-Striped Grey",2,"50530001 fb300c4b"
,"platform_colour/red","Polish-Stations",https://bananas.openttd.org/package/newgrf/50530001,2026-02-12,"Red",2,"50530001 fb300c4b"
,"platform_colour/tiled","Polish-Stations",https://bananas.openttd.org/package/newgrf/50530001,2026-02-12,"Tiled Grey",2,"50530001 fb300c4b"
,"platform_colour/whitel","Polish-Stations",https://bananas.openttd.org/package/newgrf/50530001,2026-02-12,"White-Lined Grey",2,"50530001 fb300c4b"
[power],Label,Introduced by,Hyperlink,When,Comment,Occurrences,Using GRFIDs
,"power/animal","Wolfie's Unified UK Trains",https://bananas.openttd.org/package/newgrf/57465907,2026-05-24,"Animal",2,"57465907 fb300c4b"
,"power/battery",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Battery",5,"504e53ff 544d0201 544e0101 57465907 fb300c4b"
,"power/battery_hybrid","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-03-23,"Battery Hybrid",2,"43411223 fb300c4b"
,"power/diesel",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Diesel",7,"38424253 43411223 504e53ff 544d0201 544e0101 57465907 fb300c4b"
,"power/diesel/diesel-electric",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Diesel (Diesel-electric)",2,"504e53ff fb300c4b"
,"power/diesel/diesel-hydraulic",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Diesel (Diesel-hydraulic)",2,"504e53ff fb300c4b"
,"power/dual","2cc Narrow Gauge in NML",https://bananas.openttd.org/package/newgrf/544e0101,2026-05-05,"Dual-mode",3,"38424253 544e0101 fb300c4b"
,"power/dual_voltage","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-03-23,"",1,"43411223"
,"power/electric",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Electric",6,"38424253 43411223 504e53ff 544e0101 57465907 fb300c4b"
,"power/electric/ac",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Electric (AC)",4,"38424253 504e53ff 544e0101 fb300c4b"
,"power/electric/ac/15kv",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Electric (AC 15kV)",2,"504e53ff fb300c4b"
